Angular field frequency / N (m3/s)        0.1500E-13
Gas temperature (K)                        3000.    
Ionization degree                          0.000    
Electron density (1/m3)                   0.5000E+19
Wave number / N (m2)                       0.000    
Longitudinal diffusion                     0.000    
Energy sharing                             1.000    
Growth model                               1.000    
Maxwellian mean energy (eV)                0.000    
# of grid points                           100.0    
Grid type                                  3.000    
Precision                                 0.1000E-12
Convergence                               0.1000E-04
Maximum # of iterations                    100.0    
Mole fraction Ar                          0.9800    
Mole fraction H                            0.000    
Mole fraction H2                          0.2000E-01


Energy (eV) 	Electric field / N (Td)                                         
Energy (eV)	Spatial growth coef. (m2)
0.9224E-01	0.000
0.1664	0.000
0.7690	0.000
1.725	0.9277E-38
3.104	0.4228E-32
4.206	0.7528E-28
4.786	0.1754E-25
5.127	0.2979E-24
5.373	0.2436E-23
5.578	0.1052E-22
5.762	0.3114E-22
5.935	0.7169E-22
6.099	0.1386E-21
6.258	0.2360E-21
6.412	0.3659E-21
6.563	0.5282E-21
6.711	0.7220E-21
6.857	0.9452E-21
7.002	0.1196E-20
7.146	0.1472E-20
7.290	0.1772E-20
7.435	0.2093E-20
7.582	0.2435E-20
7.730	0.2796E-20
7.880	0.3175E-20
8.034	0.3570E-20
8.191	0.3982E-20
8.350	0.4408E-20
8.515	0.4849E-20
8.683	0.5303E-20
8.856	0.5770E-20
9.034	0.6248E-20
9.217	0.6738E-20
9.405	0.7239E-20
9.602	0.7750E-20
9.800	0.8271E-20
10.01	0.8799E-20
10.22	0.9337E-20
10.44	0.9881E-20
10.67	0.1043E-19
10.91	0.1099E-19
11.15	0.1155E-19
11.40	0.1212E-19
11.66	0.1269E-19
11.92	0.1327E-19
12.20	0.1384E-19
12.48	0.1443E-19
12.77	0.1501E-19
13.07	0.1559E-19
13.38	0.1617E-19
13.71	0.1675E-19
14.03	0.1734E-19
14.36	0.1792E-19
14.72	0.1849E-19
15.09	0.1907E-19
15.45	0.1964E-19
15.82	0.2021E-19
16.22	0.2078E-19
16.62	0.2133E-19
17.04	0.2188E-19
17.46	0.2243E-19
17.89	0.2298E-19
18.34	0.2351E-19
18.80	0.2404E-19
19.28	0.2456E-19
19.74	0.2508E-19
